Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,-9999,Year
54,Ryan Miller,34,VAN,45,45,29,15,1,107,1198,1091,0.911,2.53,6,6.6,2542,22,0.489,8,105,-4.75,0,0,0,0,millery01,2015
55,Jimmy Howard,30,DET,53,50,23,13,11,121,1350,1229,0.91,2.44,2,7.4,2971,26,0.52,8,105,-5.77,0,1,1,2,howarja02,2015
56,Dustin Tokarski,25,MTL,17,16,6,6,4,46,509,463,0.91,2.75,0,2.7,1005,8,0.5,1,106,-2.56,0,1,1,0,tokardu01,2015
57,Cam Ward,30,CAR,51,50,22,24,5,121,1351,1230,0.91,2.4,1,7.4,3026,26,0.52,7,105,-5.69,0,0,0,4,wardca01,2015
58,Jason LaBarbera,35,ANA,5,2,2,0,1,9,99,90,0.909,2.6,0,0.5,207,2,1,0,,,0,0,0,0,labarja01,2015
59,Anders Lindbäck,26,TOT,26,22,6,16,2,73,798,725,0.909,3.11,0,4.2,1408,8,0.364,3,107,-4.89,0,1,1,4,lindban01,2015
60,Thomas Greiss,29,PIT,20,18,9,6,3,50,546,496,0.908,2.59,0,2.9,1159,8,0.444,2,107,-3.4,0,0,0,0,greisth01,2015
61,Joni Ortio,23,CGY,6,6,4,2,0,14,153,139,0.908,2.52,1,0.8,333,3,0.5,2,,,0,0,0,0,ortiojo01,2015
62,James Reimer,26,TOR,35,27,9,16,1,93,1001,908,0.907,3.16,0,5.1,1767,13,0.481,7,109,-7.56,0,0,0,2,reimeja01,2015
63,Martin Jones,25,LAK,15,11,4,5,2,29,307,278,0.906,2.24,3,1.5,775,5,0.455,2,,,0,1,1,0,jonesma02,2015
64,Darcy Kuemper,24,MIN,31,28,14,12,2,68,718,650,0.905,2.6,3,3.5,1569,15,0.536,7,111,-6.72,0,0,0,0,kuempda01,2015
65,Robin Lehner,23,OTT,25,24,9,12,3,74,779,705,0.905,3.02,0,3.8,1471,11,0.458,2,111,-7.51,0,1,1,0,lehnero01,2015
66,Jhonas Enroth,26,TOT,50,44,18,26,2,145,1504,1359,0.904,3.07,2,7,2834,20,0.455,7,113,-16.63,0,0,0,0,enrotjh01,2015
67,Mike Smith,32,ARI,62,61,14,42,5,187,1955,1768,0.904,3.16,0,9.3,3556,29,0.475,12,112,-20.13,0,1,1,10,smithmi01,2015
68,Kari Lehtonen,31,DAL,65,65,34,17,10,181,1875,1694,0.903,2.94,5,8.7,3698,30,0.462,12,113,-20.96,0,3,3,2,lehtoka01,2015
69,Carter Hutton,29,NSH,18,17,6,7,4,44,450,406,0.902,2.61,1,2,1010,6,0.353,3,115,-5.59,0,0,0,0,huttoca01,2015
70,Alex Stalock,27,SJS,22,19,8,9,2,54,553,499,0.902,2.62,2,2.5,1237,10,0.526,1,114,-6.8,0,0,0,2,staloal01,2015
71,Anton Khudobin,28,CAR,34,32,8,17,6,87,874,787,0.9,2.72,1,3.8,1920,16,0.5,9,117,-12.4,0,0,0,0,khudoan01,2015
72,Martin Brodeur*,42,STL,7,5,3,3,0,17,169,152,0.899,2.87,1,0.7,356,2,0.4,2,,,0,0,0,0,brodema01,2015
73,Ray Emery,32,PHI,31,25,10,11,7,80,758,678,0.894,3.06,0,2.7,1570,13,0.52,6,124,-15.3,0,0,0,4,emeryra01,2015
74,Al Montoya,29,FLA,20,13,6,7,2,49,453,404,0.892,3.01,0,1.5,977,6,0.462,3,127,-10.33,0,0,0,2,montoal01,2015
75,Ben Scrivens,28,EDM,57,53,15,26,11,170,1542,1372,0.89,3.16,1,4.6,3228,19,0.358,13,129,-38.39,0,1,1,4,scrivbe01,2015
76,Chad Johnson,28,NYI,19,17,8,8,1,54,488,434,0.889,3.08,0,1.4,1053,7,0.412,6,130,-12.35,0,0,0,0,johnsch02,2015
77,Viktor Fasth,32,EDM,26,24,6,15,3,76,681,605,0.888,3.41,0,1.9,1336,9,0.375,9,131,-17.87,0,0,0,0,fasthvi01,2015
78,Rob Zepp,33,PHI,10,9,5,2,0,25,223,198,0.888,2.89,0,0.6,519,1,0.111,2,,,0,0,0,0,zeppro01,2015
79,Niklas Bäckström,36,MIN,19,14,5,7,3,51,452,401,0.887,3.05,0,1.2,1005,2,0.143,4,132,-12.42,0,0,0,2,backsni01,2015
80,Kevin Poulin,24,NYI,1,1,0,0,1,3,26,23,0.885,2.77,0,0.1,65,0,0,0,,,0,0,0,0,poulike01,2015
81,Matt Hackett,24,BUF,5,4,0,4,1,18,155,137,0.884,4.32,0,0.4,250,1,0.25,1,,,0,0,0,0,hackema01,2015
82,Evgeni Nabokov,39,TBL,11,9,3,6,2,29,245,216,0.882,3.14,0,0.5,553,5,0.556,2,,,0,1,1,2,nabokev01,2015
83,Justin Peters,28,WSH,12,9,3,6,1,35,294,259,0.881,3.25,0,0.6,647,1,0.111,3,,,0,0,0,0,peterju01,2015
84,Jacob Markström,25,VAN,3,2,1,1,0,4,33,29,0.879,3.09,0,0.1,78,1,0.5,1,,,0,0,0,0,marksja02,2015
85,Anton Forsberg,22,CBJ,5,5,0,4,0,20,149,129,0.866,4.69,0,0,256,0,0,1,,,0,0,0,0,forsban01,2015
86,Mike McKenna,31,ARI,1,1,0,1,0,5,34,29,0.853,5,0,0,60,0,0,0,,,0,0,0,0,mckenmi01,2015
87,Scott Clemmensen,37,NJD,3,1,0,0,1,8,54,46,0.852,4.73,0,-0.1,102,0,0,0,,,0,0,0,0,clemmsc01,2015
88,Ilya Bryzgalov,34,ANA,8,6,1,4,1,23,150,127,0.847,4.19,0,-0.3,329,2,0.333,3,,,0,2,2,0,bryzgil01,2015
89,Jussi Rynnäs,27,DAL,2,1,0,1,0,7,44,37,0.841,4.54,0,-0.1,92,0,0,1,,,0,0,0,0,rynnaju01,2015
90,John Curry,30,MIN,2,1,0,0,1,5,25,20,0.8,4.18,0,-0.2,72,0,0,1,,,0,0,0,0,curryjo01,2015
91,Tyler Bunz,22,EDM,1,0,0,0,0,3,12,9,0.75,9,0,-0.2,20,0,,0,,,0,0,0,0,bunzty01,2015
92,Malcolm Subban,21,BOS,1,1,0,1,0,3,6,3,0.5,5.76,0,-0.3,31,0,0,1,,,0,0,0,0,subbama01,2015
1,Chris Driedger,21,OTT,1,0,0,0,0,0,11,11,1,0,0,0.2,32,0,,0,,,0,0,0,0,driedch01,2016
2,Kristers Gudlevskis,23,TBL,1,1,0,0,1,1,32,31,0.969,1,0,0.4,60,1,1,0,,,0,0,0,0,gudlekr01,2016
3,Scott Wedgewood,23,NJD,4,4,2,1,1,5,116,111,0.957,1.25,1,1.3,241,3,0.75,0,,,0,0,0,0,wedgesc01,2016
4,Michael Leighton,34,CHI,1,0,0,0,0,1,17,16,0.941,1.52,0,0.2,39,0,,0,,,0,0,0,0,leighmi01,2016
5,Carey Price,28,MTL,12,12,10,2,0,24,365,341,0.934,2.06,2,3,698,8,0.667,1,77,7.08,0,0,0,0,priceca01,2016
6,Brian Elliott,30,STL,42,38,23,8,6,78,1113,1035,0.93,2.07,4,8.6,2261,26,0.684,6,82,16.76,0,0,0,2,elliobr01,2016
7,Matt Murray,21,PIT,13,13,9,2,1,25,355,330,0.93,2,1,2.7,749,10,0.769,0,83,5.23,0,0,0,0,murrama02,2016
8,Charlie Lindgren,22,MTL,1,1,1,0,0,2,28,26,0.929,2,0,0.2,60,1,1,0,,,0,0,0,0,lindgch01,2016
9,Ben Bishop,29,TBL,61,60,35,21,4,123,1672,1549,0.926,2.06,6,12.2,3585,37,0.617,4,86,19.36,0,1,1,4,bishobe01,2016
10,Thomas Greiss,30,NYI,41,38,23,11,4,90,1197,1107,0.925,2.36,1,8.5,2287,22,0.579,2,88,11.92,0,1,1,2,greisth01,2016
11,Corey Crawford,31,CHI,58,58,35,18,5,131,1718,1587,0.924,2.37,7,12,3323,40,0.69,9,90,15.27,0,1,1,2,crawfco01,2016
12,Robin Lehner,24,BUF,21,21,5,9,5,48,634,586,0.924,2.47,1,4.5,1164,13,0.619,3,89,5.98,0,1,1,8,lehnero01,2016
13,Michal Neuvirth,27,PHI,32,29,18,8,4,69,908,839,0.924,2.27,3,6.4,1825,17,0.586,3,89,8.31,0,1,1,2,neuvimi01,2016
14,Cory Schneider,29,NJD,58,58,27,25,6,122,1597,1475,0.924,2.15,4,11.1,3412,40,0.69,7,90,13.97,0,0,0,0,schneco01,2016
15,Reto Berra,29,COL,14,12,5,8,0,29,374,345,0.922,2.41,2,2.5,721,7,0.583,2,91,2.84,0,1,1,2,berrare01,2016
16,Jhonas Enroth,27,LAK,16,13,7,5,1,31,398,367,0.922,2.17,2,2.7,856,8,0.615,1,91,2.89,0,0,0,0,enrotjh01,2016
17,Braden Holtby,26,WSH,66,66,48,9,7,141,1802,1661,0.922,2.2,3,12.1,3841,42,0.636,6,92,12.43,0,1,1,6,holtbbr01,2016
18,Roberto Luongo*,36,FLA,62,60,35,19,6,141,1801,1660,0.922,2.35,4,12.1,3602,34,0.567,8,92,12.34,0,2,2,4,luongro01,2016
19,Calvin Pickard,23,COL,20,13,7,6,1,42,539,497,0.922,2.56,1,3.6,985,8,0.615,1,92,3.89,0,1,1,0,pickaca01,2016
20,James Reimer,27,TOT,40,37,17,14,7,88,1128,1040,0.922,2.31,3,7.6,2290,22,0.595,6,92,8.04,0,0,0,0,reimeja01,2016
21,Marc-André Fleury,31,PIT,58,58,35,17,6,132,1665,1533,0.921,2.29,5,11,3463,33,0.569,5,93,9.76,0,1,1,2,fleurma01,2016
22,Petr Mrázek,23,DET,54,49,27,16,6,115,1448,1333,0.921,2.33,4,9.5,2961,31,0.633,5,93,8.29,0,2,2,2,mrazepe01,2016
23,Jake Allen,25,STL,47,44,26,15,3,101,1260,1159,0.92,2.35,6,8.2,2583,26,0.591,6,94,6.28,0,0,0,0,allenja01,2016
24,John Gibson,22,ANA,40,38,21,13,4,79,992,913,0.92,2.07,4,6.5,2295,21,0.553,3,94,5.46,0,1,1,2,gibsojo02,2016
25,Chad Johnson,29,BUF,45,40,22,16,4,102,1270,1168,0.92,2.36,1,8.2,2591,23,0.575,3,94,6.13,0,2,2,0,johnsch02,2016
26,Joonas Korpisalo,21,CBJ,31,30,16,11,4,78,969,891,0.92,2.6,0,6.3,1803,16,0.533,1,95,4.5,0,0,0,2,korpijo01,2016
27,Henrik Lundqvist*,33,NYR,65,64,35,21,7,156,1944,1788,0.92,2.48,4,12.6,3772,39,0.609,6,94,9.52,0,4,4,4,lundqhe01,2016
28,Frederik Andersen,26,ANA,43,37,22,9,7,88,1086,998,0.919,2.3,3,7,2298,24,0.649,5,95,4.46,0,1,1,2,anderfr01,2016
29,Jaroslav Halák,30,NYI,36,36,18,13,4,80,984,904,0.919,2.3,3,6.3,2091,21,0.583,6,95,3.78,0,1,1,0,halakja01,2016
30,Al Montoya,30,FLA,25,22,12,7,3,49,608,559,0.919,2.18,0,3.9,1351,14,0.636,3,95,2.77,0,0,0,2,montoal01,2016
31,Antti Raanta,26,NYR,25,18,11,6,2,43,530,487,0.919,2.24,1,3.4,1145,12,0.667,4,95,2.13,0,0,0,0,raantan01,2016
32,Devan Dubnyk,29,MIN,67,66,32,26,6,150,1829,1679,0.918,2.33,5,11.5,3861,34,0.515,5,96,5.73,0,0,0,8,dubnyde01,2016
33,Philipp Grubauer,24,WSH,22,16,8,9,1,43,523,480,0.918,2.32,0,3.3,1111,7,0.438,2,97,1.53,0,0,0,2,grubaph01,2016
34,Connor Hellebuyck,22,WPG,26,26,13,11,1,56,683,627,0.918,2.34,2,4.3,1433,14,0.538,6,96,2.15,0,0,0,0,helleco01,2016
35,Carter Hutton,30,NSH,17,15,7,5,4,38,464,426,0.918,2.33,2,2.9,979,7,0.467,1,96,1.51,0,1,1,0,huttoca01,2016
36,Martin Jones,26,SJS,65,65,37,23,4,143,1734,1591,0.918,2.27,6,10.8,3786,36,0.554,9,97,4.64,0,0,0,0,jonesma02,2016
37,Steve Mason,27,PHI,54,53,23,19,10,132,1602,1470,0.918,2.51,4,10,3150,28,0.528,5,97,4.4,0,0,0,2,masonst01,2016
38,Jonathan Quick,30,LAK,68,68,40,23,5,149,1820,1671,0.918,2.22,5,11.5,4034,38,0.559,9,96,5.96,0,3,3,10,quickjo01,2016
39,Cam Talbot,28,EDM,56,53,21,27,5,137,1648,1511,0.917,2.55,3,10.1,3223,26,0.491,4,98,3.31,0,1,1,0,talboca01,2016
40,Jeff Zatkoff,28,PIT,14,11,4,7,1,34,408,374,0.917,2.79,0,2.5,732,7,0.636,3,98,0.74,0,0,0,0,zatkoje01,2016
41,Craig Anderson,34,OTT,60,60,31,23,5,161,1915,1754,0.916,2.78,4,11.6,3477,31,0.517,8,99,2.05,0,2,2,0,andercr01,2016
42,Ryan Miller,35,VAN,51,51,17,24,9,137,1634,1497,0.916,2.7,1,9.9,3043,25,0.49,2,98,2.12,0,1,1,2,millery01,2016
43,Mike Smith,33,ARI,32,32,15,13,2,77,921,844,0.916,2.64,3,5.6,1753,16,0.5,7,98,1.42,0,1,1,2,smithmi01,2016
44,Scott Darling,27,CHI,29,24,12,8,4,67,784,717,0.915,2.58,1,4.6,1560,13,0.542,5,100,-0.25,0,0,0,0,darlisc01,2016
45,Darcy Kuemper,25,MIN,21,16,6,7,5,43,507,464,0.915,2.43,2,3,1063,8,0.5,2,100,0.17,0,0,0,2,kuempda01,2016
46,Jacob Markström,26,VAN,33,30,13,14,4,84,988,904,0.915,2.73,0,5.9,1847,17,0.567,4,100,0.12,0,2,2,4,marksja02,2016
47,Tuukka Rask,28,BOS,64,62,31,22,8,157,1854,1697,0.915,2.56,4,11.1,3678,34,0.548,10,99,0.85,0,1,1,0,rasktu01,2016
48,Jean-François Bérubé,24,NYI,7,6,3,2,1,18,210,192,0.914,2.71,0,1.2,399,4,0.667,1,,,0,0,0,0,berubje02,2016
49,Andrew Hammond,27,OTT,24,21,7,11,4,61,712,651,0.914,2.65,1,4.2,1382,13,0.619,1,101,-0.38,0,0,0,2,hammoan01,2016
50,Semyon Varlamov,27,COL,57,57,27,25,3,148,1714,1566,0.914,2.81,2,9.9,3159,25,0.439,10,101,-2.07,0,0,0,6,varlasi01,2016
51,Linus Ullmark,22,BUF,20,20,8,10,2,49,565,516,0.913,2.6,0,3.2,1131,12,0.6,4,102,-0.89,0,0,0,0,ullmali01,2016
52,Louis Domingue,23,ARI,39,36,15,18,5,101,1142,1041,0.912,2.75,2,6.3,2206,20,0.556,5,104,-3.77,0,1,1,0,dominlo01,2016
53,Matt O'Connor,23,OTT,1,1,0,1,0,3,34,31,0.912,3.1,0,0.2,58,0,0,0,,,0,0,0,0,oconnma01,2016
54,Andrei Vasilevskiy,21,TBL,24,21,11,10,0,58,646,588,0.91,2.76,1,3.5,1259,7,0.333,3,105,-3,0,0,0,0,vasilan02,2016
55,Anton Khudobin,29,ANA,9,7,3,3,0,16,175,159,0.909,2.69,1,0.9,356,3,0.429,3,,,0,0,0,0,khudoan01,2016
56,Karri Rämö,29,CGY,37,37,17,18,1,94,1034,940,0.909,2.63,1,5.4,2145,20,0.541,4,107,-5.96,0,1,1,0,ramoka01,2016
57,Cam Ward,31,CAR,52,51,23,17,10,122,1343,1221,0.909,2.41,1,7,3038,23,0.451,7,107,-7.65,0,0,0,0,wardca01,2016
58,Jonathan Bernier,27,TOR,38,36,12,21,3,103,1114,1011,0.908,2.88,3,5.6,2147,19,0.528,8,109,-8.15,0,0,0,2,bernijo01,2016
59,Sergei Bobrovsky,27,CBJ,37,37,15,19,1,97,1049,952,0.908,2.75,1,5.3,2116,18,0.486,8,109,-7.69,0,2,2,2,bobrose01,2016
60,Jonas Gustavsson,31,BOS,24,20,11,9,1,57,622,565,0.908,2.72,1,3.2,1258,9,0.45,2,108,-4.04,0,0,0,0,gustajo01,2016
61,Pekka Rinne,33,NSH,66,66,34,21,10,161,1744,1583,0.908,2.48,4,8.8,3895,32,0.485,11,108,-12.51,0,2,2,6,rinnepe01,2016
62,Anton Forsberg,23,CBJ,4,3,1,3,0,9,97,88,0.907,3.03,0,0.5,178,1,0.333,0,,,0,0,0,0,forsban01,2016
63,Michael Hutchinson,25,WPG,30,25,9,15,3,75,805,730,0.907,2.84,0,4,1586,9,0.36,3,109,-6.46,0,0,0,0,hutchmi01,2016
64,Jimmy Howard,31,DET,37,33,14,14,5,92,979,887,0.906,2.8,2,4.8,1974,16,0.485,6,110,-8.65,0,1,1,2,howarja02,2016
65,Kari Lehtonen,32,DAL,43,39,25,10,2,105,1121,1016,0.906,2.76,2,5.5,2279,20,0.513,5,110,-9.56,0,3,3,2,lehtoka01,2016
66,Ben Scrivens,29,MTL,15,14,5,8,0,42,447,405,0.906,3.07,0,2.2,822,4,0.286,2,110,-3.94,0,0,0,0,scrivbe01,2016
67,Antti Niemi,32,DAL,48,43,25,13,7,118,1246,1128,0.905,2.67,3,5.9,2654,19,0.442,8,111,-11.91,0,2,2,2,niemian02,2016
68,Keith Kinkaid,26,NJD,23,20,9,9,1,58,605,547,0.904,2.81,2,2.8,1240,10,0.5,5,113,-6.49,0,0,0,2,kinkake01,2016
69,Ondřej Pavelec,28,WPG,33,31,13,13,4,88,918,830,0.904,2.78,1,4.3,1899,14,0.452,6,113,-9.84,0,0,0,0,pavelon01,2016
70,Richard Bachman,28,VAN,1,1,1,0,0,3,31,28,0.903,3.01,0,0.1,60,0,0,0,,,0,0,0,0,bachmri01,2016
71,Mike Condon,25,MTL,55,51,21,25,6,141,1458,1317,0.903,2.71,1,6.6,3123,24,0.471,9,114,-16.86,0,0,0,0,condomi01,2016
72,Joni Ortio,24,CGY,22,19,7,9,5,55,564,509,0.902,2.76,1,2.5,1196,9,0.474,3,115,-6.98,0,0,0,2,ortiojo01,2016
73,Eddie Läck,28,CAR,34,31,12,14,6,90,910,820,0.901,2.81,2,3.9,1920,14,0.452,7,116,-12.52,0,2,2,0,lacked01,2016
74,Anders Nilsson,25,TOT,29,24,10,13,2,78,789,711,0.901,3.12,0,3.4,1500,11,0.458,5,116,-10.82,0,1,1,4,nilssan01,2016
75,Anders Lindbäck,27,ARI,19,13,5,7,1,47,443,396,0.894,3.11,0,1.5,906,5,0.385,4,125,-9.28,0,1,1,0,lindban01,2016
76,Garret Sparks,22,TOR,17,17,6,9,1,49,456,407,0.893,3.02,1,1.5,975,6,0.353,4,126,-10.18,0,0,0,0,sparkga01,2016
77,Curtis McElhinney,32,CBJ,18,12,2,7,3,46,417,371,0.89,3.3,0,1.2,835,3,0.25,3,130,-10.5,0,1,1,0,mcelhcu01,2016
78,Alex Stalock,28,SJS,13,9,3,5,2,33,285,252,0.884,2.94,0,0.6,674,2,0.222,5,,,0,1,1,0,staloal01,2016
79,Christopher Gibson,23,NYI,4,2,1,1,1,11,93,82,0.882,3.4,0,0.2,194,0,0,1,,,0,0,0,0,gibsoch01,2016
80,Niklas Bäckström,37,CGY,4,3,2,2,0,13,109,96,0.881,3.35,0,0.2,233,2,0.667,1,,,0,0,0,0,backsni01,2016
81,Jonas Hiller,33,CGY,26,23,9,11,1,79,654,575,0.879,3.51,1,1.1,1351,7,0.304,8,142,-23.32,0,0,0,0,hillejo01,2016
82,Dustin Tokarski,26,MTL,6,4,1,3,0,12,98,86,0.878,3.18,0,0.1,226,1,0.25,2,,,0,0,0,0,tokardu01,2016
83,Laurent Brossoit,22,EDM,5,5,0,4,1,18,142,124,0.873,3.61,0,0.1,300,1,0.2,2,,,0,0,0,0,brossla01,2016
84,Juuse Saros,20,NSH,1,1,0,1,0,3,23,20,0.87,3.1,0,0,58,0,0,0,,,0,0,0,0,sarosju01,2016
85,Jason Kasdorf,23,BUF,1,1,0,1,0,4,30,26,0.867,4,0,0,60,0,0,0,,,0,0,0,0,kasdoja01,2016
86,Peter Budaj,33,LAK,1,1,1,0,0,4,28,24,0.857,3.85,0,0,62,0,0,0,,,0,0,0,0,budajpe01,2016
87,Pheonix Copley,24,STL,1,0,0,0,0,1,6,5,0.833,2.46,0,0,24,0,,0,,,0,0,0,0,copleph01,2016
88,Yann Danis,34,NJD,2,0,0,1,0,4,18,14,0.778,4.75,0,-0.2,51,0,,0,,,0,0,0,0,danisya01,2016
89,Jordan Binnington,22,STL,1,0,0,0,0,1,4,3,0.75,4.69,0,-0.1,13,0,,0,,,0,0,0,0,binnijo01,2016
90,Niklas Treutle,24,ARI,2,1,0,1,0,5,20,15,0.75,6.04,0,-0.3,50,0,0,1,,,0,0,0,2,treutni01,2016
91,Magnus Hellberg,24,NYR,1,0,0,0,0,2,6,4,0.667,6,0,-0.1,20,0,,0,,,0,0,0,0,hellbma01,2016
92,Roman Will,23,COL,1,0,0,0,0,1,3,2,0.667,3.25,0,-0.1,18,0,,0,,,0,0,0,0,willro01,2016
14,Jack Campbell,25,LAK,1,0,0,0,0,0,5,5,1,0,0,0.1,20,0,,0,,,0,0,0,0,campbja01,2017
16,Mike Condon,26,PIT,1,0,0,0,0,0,7,7,1,0,0,0.1,20,0,,0,,,0,0,0,0,condomi01,2017
33,Kristers Gudlevskis,24,TBL,1,0,0,0,0,0,3,3,1,0,0,0,11,0,,0,,,0,0,0,0,gudlekr01,2017
68,Alex Nedeljkovic,21,CAR,1,0,0,0,0,0,17,17,1,0,0,0.3,30,0,,0,,,0,0,0,2,nedelal01,2017
90,Dustin Tokarski,27,ANA,1,0,0,0,0,0,5,5,1,0,0,0.1,10,0,,0,,,0,0,0,0,tokardu01,2017
30,Jon Gillies,23,CGY,1,1,1,0,0,1,28,27,0.964,1,0,0.3,60,1,1,0,,,0,0,0,0,gillijo01,2017
55,Charlie Lindgren,23,MTL,2,2,2,0,0,3,59,56,0.949,1.48,0,0.6,122,2,1,0,,,0,0,0,0,lindgch01,2017
86,Alex Stalock,29,MIN,2,2,1,1,0,3,54,51,0.944,1.51,0,0.5,119,2,1,0,,,0,0,0,0,staloal01,2017
11,Sergei Bobrovsky,28,CBJ,63,63,41,17,5,127,1854,1727,0.931,2.06,7,14.9,3707,41,0.651,5,79,33.45,0,0,0,8,bobrose01,2017
21,Aaron Dell,27,SJS,20,17,11,6,1,37,533,496,0.931,2,1,4.2,1111,12,0.706,1,80,9.13,0,0,0,0,dellaa01,2017
37,Magnus Hellberg,25,NYR,2,1,1,0,0,2,28,26,0.929,1.53,0,0.2,79,1,1,0,,,0,0,0,0,hellbma01,2017
12,Laurent Brossoit,23,EDM,8,4,4,1,0,11,153,142,0.928,1.99,0,1.2,332,2,0.5,0,,,0,0,0,0,brossla01,2017
87,Anthony Stolarz,23,PHI,7,4,2,1,1,13,181,168,0.928,2.07,1,1.4,376,2,0.5,1,,,0,0,0,0,stolaan01,2017
9,Antoine Bibeau,22,TOR,2,2,1,1,0,4,55,51,0.927,1.99,0,0.4,121,2,1,0,,,0,0,0,0,bibeaan01,2017
40,Jimmy Howard,32,DET,26,24,10,11,1,49,675,626,0.927,2.1,1,5.1,1397,16,0.667,4,84,9.42,0,0,0,2,howarja02,2017
4,Craig Anderson,35,OTT,40,40,25,11,4,92,1247,1155,0.926,2.28,5,9.2,2421,25,0.625,4,85,15.92,0,1,1,0,andercr01,2017
32,Philipp Grubauer,25,WSH,24,19,13,6,2,43,585,542,0.926,2.04,3,4.4,1265,13,0.684,1,85,7.63,0,0,0,0,grubaph01,2017
39,Braden Holtby,27,WSH,63,63,42,13,6,127,1690,1563,0.925,2.07,9,12.3,3680,39,0.619,8,87,19.25,0,0,0,0,holtbbr01,2017
20,Scott Darling,28,CHI,32,27,18,5,5,67,877,810,0.924,2.38,2,6.2,1689,17,0.63,1,88,8.9,0,0,0,0,darlisc01,2017
29,John Gibson,23,ANA,52,49,25,16,9,109,1437,1328,0.924,2.22,6,10.3,2950,28,0.571,7,88,15.36,0,1,1,4,gibsojo02,2017
62,Curtis McElhinney,33,CBJ,7,5,2,1,2,15,198,183,0.924,2.39,0,1.4,376,3,0.6,0,,,0,0,0,0,mcelhcu01,2017
24,Devan Dubnyk,30,MIN,65,63,40,19,5,141,1842,1701,0.923,2.25,5,13.1,3758,39,0.619,7,88,18.41,0,0,0,10,dubnyde01,2017
67,Matt Murray,22,PIT,49,47,32,10,4,111,1450,1339,0.923,2.41,4,10.3,2766,26,0.553,4,88,14.48,0,2,2,0,murrama02,2017
71,Anders Nilsson,26,BUF,26,23,10,10,4,66,857,791,0.923,2.67,1,6,1484,11,0.478,2,89,8.17,0,0,0,0,nilssan01,2017
75,Carey Price,29,MTL,62,62,37,20,5,138,1794,1656,0.923,2.23,3,12.6,3708,38,0.613,8,89,17.25,0,1,1,4,priceca01,2017
82,Juuse Saros,21,NSH,21,19,10,8,3,47,614,567,0.923,2.35,1,4.4,1200,13,0.684,1,88,6.14,0,1,1,0,sarosju01,2017
77,Antti Raanta,27,NYR,30,26,16,8,2,61,782,721,0.922,2.26,4,5.4,1617,18,0.692,1,90,6.67,0,1,1,0,raantan01,2017
5,Richard Bachman,29,VAN,5,5,2,3,0,13,162,149,0.92,2.64,0,1.1,295,2,0.4,0,,,0,0,0,0,bachmri01,2017
52,Robin Lehner,25,BUF,59,58,23,26,8,152,1910,1758,0.92,2.68,2,12.9,3405,32,0.552,6,92,13.29,0,1,1,6,lehnero01,2017
79,James Reimer,28,FLA,43,39,18,16,5,98,1222,1124,0.92,2.53,3,8.1,2325,19,0.487,4,93,7.75,0,0,0,2,reimeja01,2017
89,Cam Talbot,29,EDM,73,73,42,22,8,171,2117,1946,0.919,2.39,7,14,4294,43,0.589,10,93,12.21,0,0,0,4,talboca01,2017
3,Frederik Andersen,27,TOR,66,66,33,16,14,169,2052,1883,0.918,2.67,4,13.1,3799,38,0.576,11,95,8.58,0,1,1,16,anderfr01,2017
19,Corey Crawford,32,CHI,55,55,32,18,4,138,1691,1553,0.918,2.55,2,11,3247,29,0.527,7,94,8.34,0,1,1,2,crawfco01,2017
80,Pekka Rinne,34,NSH,61,61,31,19,9,144,1757,1613,0.918,2.42,3,11.3,3568,34,0.557,7,95,8.05,0,0,0,4,rinnepe01,2017
13,Peter Budaj,34,LAK,53,51,27,20,3,107,1286,1179,0.917,2.12,7,8.1,3029,31,0.608,7,96,4.29,0,1,1,0,budajpe01,2017
62,Curtis McElhinney,33,TOT,21,15,8,8,2,51,616,565,0.917,2.7,1,3.9,1135,9,0.6,0,96,2.31,0,0,0,0,mcelhcu01,2017
76,Jonathan Quick,31,LAK,17,17,8,5,2,35,421,386,0.917,2.26,2,2.7,931,11,0.647,2,96,1.43,0,0,0,2,quickjo01,2017
91,Linus Ullmark,23,BUF,1,1,0,1,0,3,36,33,0.917,3.06,0,0.2,59,1,1,0,,,0,0,0,0,ullmali01,2017
93,Andrei Vasilevskiy,22,TBL,50,47,23,17,7,123,1480,1357,0.917,2.61,2,9.3,2831,25,0.532,5,96,5.08,0,2,2,2,vasilan02,2017
47,Keith Kinkaid,27,NJD,26,23,8,13,3,65,778,713,0.916,2.64,1,4.9,1476,12,0.522,4,97,2.33,0,1,1,0,kinkake01,2017
1,Jake Allen,26,STL,61,60,33,20,5,138,1620,1482,0.915,2.42,4,9.8,3418,33,0.55,11,98,2.2,0,1,1,4,allenja01,2017
6,Jonathan Bernier,28,ANA,39,33,21,7,4,83,982,899,0.915,2.5,2,6,1993,19,0.576,4,98,1.98,0,0,0,4,bernijo01,2017
13,Peter Budaj,34,TOT,60,55,30,21,3,120,1414,1294,0.915,2.18,7,8.6,3308,32,0.582,7,98,2.37,0,1,1,0,budajpe01,2017
35,Jaroslav Halák,31,NYI,28,26,12,9,5,75,885,810,0.915,2.8,2,5.4,1605,14,0.538,3,98,1.59,0,1,1,0,halakja01,2017
57,Roberto Luongo*,37,FLA,40,39,17,15,6,104,1217,1113,0.915,2.68,1,7.4,2327,21,0.538,1,99,1.32,0,1,1,4,luongro01,2017
